symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,dividend_yield_pct,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,per,pbr,roe_pct,consensus_rating,forecast_agreement,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,trust_fee_pct,aum,nisa_tsumitate_eligible,nisa_growth_eligible,installment_available,management_style,distribution_policy,yahoo_symbol,yahoo_symbol_note,yahoo_symbol_checked_at,yahoo_symbol_status,sector_gics,industry_gics,subindustry_gics,tse_33_industry,topix_17,smai_theme_tags,theme_confidence,theme_source,market_cap,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,average_volume,asset_class,region_exposure,is_hedged,per_source,per_as_of,per_quality,pbr_source,pbr_as_of,pbr_quality,roe_pct_source,roe_pct_as_of,roe_pct_quality,dividend_yield_pct_source,dividend_yield_pct_as_of,dividend_yield_pct_quality,market_cap_tier_source,market_cap_tier_as_of,market_cap_tier_quality,market_cap_source,market_cap_as_of,market_cap_quality,expense_ratio_pct_source,expense_ratio_pct_as_of,expense_ratio_pct_quality,aum_source,aum_as_of,aum_quality,average_volume_source,average_volume_as_of,average_volume_quality,data_quality_reasons,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source
AMZN,Amazon.com,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,amazon,none,0,mega,,,standard,"growth,consumer",31.65,6.59,24.28,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,AMZN,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,2456009572352,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,46292070,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,AMZN,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
GLD,SPDR ゴールド シェア,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,commodity,index,SPDR ゴールド シェア SPDRゴールドETF（金現物拠出型上場外国信託）は信託の割合的な未分割の受益権であり、主な資産は金に配分（または金で確保）されています。SPDRゴールドETF（金現物拠出型上場外国信託）の価値は、信託が保有する金の価値（ロンドン午後金値決め［London PM Fix］）に直接連動します。,none,0,,commodity,0.4,beginner,"low_cost,commodity,index",,2.45,,,,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,150367518720,false,true,,,,GLD,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"commodity,index",0.90,rule_backfill_v2_from_smai_theme_tags,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,7835251,commodity,global,unknown,,,missing,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,fundamental_metrics_not_primary_for_etf,United States,NASDAQ,GLD,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
GOOGL,Alphabet,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,communication,communication,google alphabet,dividend,0.22,mega,,,standard,"growth,communication",28.99,9.63,38.88,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,GOOGL,,2026-06-25T22:54:22.115452+09:00,generated,Communication Services,,,,,communication,0.80,rule_backfill_v1,4132157259776,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,30401996,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,GOOGL,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
IWM,iShares Russell 2000 ETF,us,etf,USD,sbi_securities,unknown,growth,unknown,true,true,false,false,index,index,russell2000 small cap,dividend,0.69,mid,small_us,0.19,beginner,"installment,index",19.99,1.33,12.0,3.2,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,80933363712,false,true,,,,IWM,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,29977295,equity,us,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"fundamental_metrics_not_primary_for_etf,fundamental_metrics_not_primary_for_etf;market_cap_tier:outlier",United States,NASDAQ,IWM,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
JNJ,Johnson & Johnson,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,healthcare,healthcare,johnson,dividend,2.25,mega,,,standard,"dividend,lower_risk,healthcare",26.11,6.68,26.42,3.1,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,JNJ,,2026-06-25T22:54:22.115452+09:00,generated,Health Care,,,,,healthcare,0.80,rule_backfill_v1,593595596800,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,7858643,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,JNJ,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
JPM,JPMorgan Chase,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,financial,financial,jpmorgan chase,dividend,1.99,mega,,,standard,"dividend,financial",14.33,2.33,16.47,3.1,MEDIUM,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,JPM,,2026-06-25T22:54:22.115452+09:00,generated,Financials,,,,,financial,0.80,rule_backfill_v1,904469020672,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,8861632,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,JPM,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
MSFT,Microsoft,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,technology,technology,microsoft,dividend,0.83,mega,,,standard,"growth,balanced,technology",26.82,8.07,34.01,4.0,MEDIUM,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,MSFT,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,2657076903936,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,36278882,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,MSFT,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
NVDA,NVIDIA,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,semiconductor,technology,nvidia,dividend,0.02,mega,,,standard,"growth,semiconductor,technology",32.38,32.62,18.0,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,NVDA,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,"semiconductor,technology",0.90,rule_backfill_v2_from_smai_theme_tags,4676227432448,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,161737354,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,NVDA,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
QQQ,Invesco QQQ Trust,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,nasdaq100,dividend,0.24,mid,nasdaq100,0.18,standard,"growth,index",36.02,2.06,12.0,4.0,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,493987528704,false,true,,,,QQQ,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,47605191,equity,us,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"fundamental_metrics_not_primary_for_etf,fundamental_metrics_not_primary_for_etf;market_cap_tier:outlier",United States,NASDAQ,QQQ,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
SPY,SPDR S&P 500 ETF,us,etf,USD,sbi_securities,unknown,growth,unknown,true,true,false,false,index,index,sp500 s&p500,dividend,0.75,mid,sp500,0.09,beginner,"installment,balanced,lower_risk,index",28.42,1.76,12.0,3.4,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,783796404224,false,true,,,,SPY,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,59183846,equity,us,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"fundamental_metrics_not_primary_for_etf,fundamental_metrics_not_primary_for_etf;market_cap_tier:outlier",United States,NASDAQ,SPY,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
TLT,iシェアーズ 米国国債 20年超 ETF,us,etf,USD,sbi_securities,tradable,none,both,true,true,false,false,bond,index,iシェアーズ 米国国債 20年超 ETF バークレイズ 米国国債（20年超）インデックス（旧名称はリーマン・ブラザーズ20年超米国国債指数）によって定義される米国財務省証券市場の長期債セクターの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,dividend,2.51,,bond,0.15,beginner,"low_cost,bond,index",,0.58,,,,WARN,MEDIUM,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,42895949824,false,false,,,,TLT,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"bond,index",0.90,rule_backfill_v2_from_smai_theme_tags,,confirmed,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,25462361,bond,global,unknown,,,missing,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,fundamental_metrics_not_primary_for_etf,United States,NASDAQ,TLT,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
VTI,Vanguard Total Stock Market ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,total market,dividend,0.75,mid,total_us,0.03,beginner,"low_cost,installment,index",27.67,2.67,12.0,3.4,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,2308925030400,false,true,,,,VTI,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,3729445,equity,us,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"fundamental_metrics_not_primary_for_etf,fundamental_metrics_not_primary_for_etf;market_cap_tier:outlier",United States,NASDAQ,VTI,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
XOM,Exxon Mobil,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,energy,energy,exxon,dividend,2.75,mega,,,standard,"dividend,energy",24.45,2.34,9.87,3.1,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,XOM,,2026-06-25T22:54:22.115452+09:00,generated,Energy,,,,,energy,0.80,rule_backfill_v1,566033973248,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,19161895,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,XOM,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
